date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020-06-15,17:57:26,22.9030183,120.2731243,19.827,75,31,1068,68,-111,-957,-1.0846805572509766,-0.11327743530273438,-19.83646583557129,-0.03739393502473831,2.162930727005005,0.08854489773511887,0,0
2020-06-15,17:57:29,22.9029685,120.2731276,20.081,34,-45,13,-51,-16,-1004,-6.605022430419922,0.2202777862548828,-20.081172943115234,-0.060826625674963,2.9740371704101562,0.022744979709386826,0,0
2020-06-15,17:57:32,22.9029181,120.2731341,20.1,8,-30,133,-71,-42,-998,-12.217589378356934,0.8889541625976562,-20.100528717041016,-0.06275540590286255,3.0246825218200684,0.06902407854795456,0,0
2020-06-15,17:57:35,22.9028688,120.2731385,19.999,24,0,5,-1,-91,-1021,-17.719635009765625,1.3396759033203125,-19.999074935913086,-0.06243006885051727,2.9898829460144043,0.030055779963731766,0,0
2020-06-15,17:57:38,22.9028137,120.2731444,20.063,-24,20,31,11,50,-961,-23.848255157470703,1.947122573852539,-20.06330680847168,-0.02822212316095829,3.018430709838867,0.04578416049480438,0,0
2020-06-15,17:57:41,22.9027621,120.2731499,20.01,174,69,415,52,-84,-1013,-29.589351654052734,2.5093517303466797,-20.01079750061035,0.026988379657268524,-3.139647960662842,0.12552392482757568,0,0
2020-06-15,17:57:44,22.9027219,120.2731325,20.01,13,0,-16,-70,-95,-1009,-34.06928253173828,0.7206363677978516,-20.01020050048828,-0.09430927038192749,-2.7403528690338135,0.07920944690704346,0,0
2020-06-15,17:57:48,22.9026744,120.2731005,20.202,5,32,-29,-93,-39,-1034,-39.35918426513672,-2.555673599243164,-20.20284652709961,-0.04826417937874794,-2.7143824100494385,0.04762253165245056,0,0
2020-06-15,17:57:51,22.9026286,120.2730706,20.068,-21,0,130,-76,-80,-999,-44.45258331298828,-5.626977920532227,-20.06827163696289,-0.07696837931871414,-2.6609623432159424,0.05361293628811836,0,0
2020-06-15,17:57:54,22.9025836,120.2730406,20.173,-9,17,0,-74,-12,-995,-49.467079162597656,-8.703125,-20.173444747924805,-0.08871208131313324,-2.6309566497802734,0.02366618439555168,0,0
2020-06-15,17:57:57,22.9025373,120.2730097,19.897,131,36,-171,-18,-102,-1016,-54.62239074707031,-11.865707397460938,-19.897117614746094,-0.05914105102419853,-2.6616697311401367,0.024599585682153702,0,0
2020-06-15,17:58:00,22.9025253,120.2729739,20.068,8,37,12,-151,42,-970,-55.948951721191406,-15.544755935668945,-20.068822860717773,-0.15622660517692566,-1.4327685832977295,-0.015407742001116276,0,0
2020-06-15,17:58:03,22.9025396,120.2729189,20.205,-3,21,-66,-64,16,-995,-54.35910415649414,-21.181676864624023,-20.205440521240234,-0.13451378047466278,-1.2777423858642578,-0.017962772399187088,0,0
